Name,Restaurant ID,Rating,Address,Cuisine,Cost for Two
Ajanta Kolkata,24553,3.4,"Ajanta Cinema, Diamond Harbour Road, Behala, Kolkata","North Indian, Chinese",600
Ajooba Biryani Junction Kolkata,18775536,-,"Shop 27 & 28, Near Peerless Hospital, Pancha Sayar, Garia, Kolkata","North Indian, Hyderabadi",400
Ajooba Biryani centre Kolkata,18125591,2.6,"75, Ibrahimpur Road, Jadavpur, Kolkata","Biryani, North Indian, Mughlai, Indian",200
Ajung's Kolkata,18632589,-,"147, Tangra Road, Tangra, Kolkata",Chinese,400
Akash Kitchen Kolkata,18087969,2.8,"72/2, Motilal Gupta Road, Near Shitala Mandir, Behala, Kolkata","Chinese, North Indian",500
Akira Kolkata,18782337,-,"1st Floor, 1, Allenby Road, Bhawanipur, Kolkata","Modern Indian, Chinese, Continental","1,000"
Akshay Aahar Eatery Kolkata,18805473,NEW,"85/1, B.B. Chatterjee Road, Kasba, Near Kasba Post Office, Kasba, Kolkata","North Indian, Chinese, Fast Food, Mughlai",500
Al - Falah Kolkata,23971,-,"7, A.J.C. Bose Road, Park Circus Area, Kolkata",Street Food,150
Al Baik Fast Food Corner Kolkata,18560756,3.7,"54, Phears Lane, Bara Bazar, Kolkata","Afghani, Chinese, Rolls, Kebab",200
Al Habib Kolkata,18449529,-,"33, Royd Street, Wellesley, Kolkata","Bengali, North Indian",400
Al Hameed Restaurant Kolkata,18325247,2.9,"1st Floor, 25, Dak Banglow More, Barasat, Kolkata","North Indian, Mughlai",600
Al Jawahar Kolkata,18712520,3,,North Indian,400
Al Zaffran Kolkata,18569464,3.5,"D/1/5, Santoshpur Station Road, Tara Tala, Kolkata","North Indian, Chinese, Mughlai",400
Al-Rim Kolkata,18638374,-,"7, Stadium Nagar, Ajoy Nagar, Kolkata","North Indian, Mughlai",250
Al-Zaika Kolkata,18645287,3.3,"24/3, Kustia Road, Picnic Garden, Kolkata","North Indian, Chinese",400
Alaina Foodies Kolkata,24427,3.2,"23, Syed Amir Ali Avenue, Park Circus Area, Kolkata","North Indian, South Indian, Chinese, Mughlai",250
Albela Biryani Kolkata,18848722,NEW,"9f Topsia road, Topsia, Kolkata",Biryani,250
Albela Biryani Kolkata,24088,3,"173, Picnic Garden Road, Picnic Garden, Kolkata",Biryani,200
Alfresco - The Lalit Great Eastern Kolkata,24197,4.2,"The Lalit Great Eastern, 1-3, Old Court House Street, Dalhousie Square, Esplanade, Kolkata","North Indian, Continental, Mediterranean, Italian","3,500"
Ali Shaan Howrah,18519567,2.6,"3+4, Kashhinath Chatterjee Lane, Shibpur, Howrah","Biryani, North Indian, Mughlai",400
Ali's Pan Kolkata,18561927,3.2,"46, Lower Range Road, Opposite Karaya Police station, Ballygunge, Kolkata","Biryani, North Indian, Kebab",500
Aliah Restaurant Kolkata,18620899,4.4,"14 sayed Amir Ali Avenue, Park Circus Area, Kolkata","North Indian, Mughlai",600
Alishan Biryani Kolkata,18515000,3.2,"Atghara, Chinar Park, Kolkata",Biryani,300
Alishan Biryani Kolkata,18793408,NEW,"C-119, CIT Road, Entally, Kolkata",,300
All Is Well Kolkata,18772125,-,"1/1B, Degree College Road, Beehive Garden, Belghoria, Kolkata","Fast Food, Chinese, North Indian",400
All-Fresco Kolkata,25385,3.5,"3rd Floor, The Meridian Building, Opp. Big Bazar, V.I.P. Road, Raghunathpur, Baguihati, Kolkata","North Indian, Chinese, South Indian",800
Alladi Kolkata,18632463,2.5,"Nalban Food Park, Nalban Bheri, Dhapa, Bidhannagar, Sector 5, Salt Lake",Bengali,300
Alladi Kolkata,18799189,NEW,"1/33B, Netaji Nagar, Near Netaji Nagar College Ground, Tollygunge, Kolkata",Bengali,300
Alladin's Eatery Kolkata,18590249,3,"CE/19/1, Rabindra Nagar, Panchur Mauza, Kidderpore, Kolkata",Biryani,250
Allen Kitchen Kolkata,21429,4.1,"40/1, Jatindra Mohan Avenue, Shobha Bazar, Kolkata",Fast Food,300
Alochaya Fast Food Kolkata,22247,2.9,"HC1, Ashwini Nagar, V.I.P. Road, Baguihati, Kolkata","Chinese, Street Food",150
Aloha Kolkata,18796705,NEW,"8A, Allenby Road, Bhawanipur, Kolkata","Japanese, Continental, Mexican, Italian","1,300"
Alshe Burro Kolkata,18650066,3,"16-B, East Road, Jadavpur, Kolkata","Cafe, Continental",400
Alsifa restaurant Kolkata,18741880,3.5,"217, Park Street Area, Kolkata","Afghani, Chinese, North Indian, Mughlai",500
Amamtran Restaurant Kolkata,18807709,NEW,"82 Raja Pyarimohan Road, Uttarpara, Kolkata","North Indian, Fast Food",300
Amanat Fast Food Center Kolkata,18793543,NEW,"269, B.B. Ganguly Street, Bow Bazar, Kolkata","North Indian, Mughlai, Chinese",300
Amantran Family Restaurant Kolkata,22891,3,"99, Prem Chand Boral Street, Bow Bazar, Kolkata",Chinese,200
Amantran Kolkata,18209669,3.6,"69/3, Nimtolla Ghat Street, Jorabagan Crossing, Bara Bazar, Kolkata","North Indian, South Indian",450
Amantran Kolkata,18777830,3.2,"496, Rabindra Sarani, Shobha Bazar, Kolkata","North Indian, Mughlai, Chinese",200
Amantran Restaurant Kolkata,24115,-,"DD 36, Sector 1, Salt Lake",Street Food,250
Amar Cafe Kolkata,18265435,3.6,"205, Santosh Roy Road, Behala, Kolkata","Cafe, Sandwich, Ice Cream, Beverages, Salad, Italian, North Indian",650
Amar Key-Chain Kolkata,18265438,3.4,"Near Kamalgazi Hindi School, Kamalgazi, Narendra Pur, Kolkata",North Indian,150
Amar Misthanno Kolkata,18818080,NEW,"118, Bataitala Lane, Hindmotor, Kolkata",Mishti,100
Amar Prem Kolkata,18779225,3.1,"144 B, Opposite South City Mall, Jodhpur Park, Kolkata",North Indian,250
Amarjit Hotel & Restaurant Kolkata,23203,2.4,"2, S.M. Ali Road, Barrackpore, Kolkata","Chinese, North Indian",250
Ambalika Food Plaza Kolkata,22180,3.1,"12/1, Mukundapur, Ajoy Nagar, Kolkata","North Indian, Chinese, Bengali",350
Amber Cafe Kolkata,21712,2.9,"2C, Near Middleton Row, Park Street Area, Kolkata","North Indian, Continental, Italian",700
Amber Kolkata,20712,3.8,"11, Waterloo Street, Esplanade, Kolkata","North Indian, Continental","1,100"
Ambrosia Kolkata,20744,3.3,"AC 2, Prafulla Kanan East, Kestopur, Kolkata",Chinese,500
Ambrosia Restaurant & Bar Kolkata,18398879,4,"DD -24 A, Sector 1, Salt Lake, Kolkata","North Indian, Chinese, Mughlai",900
Ambrosia Restaurant Kolkata,22649,3.8,"156/5, B.T. Road, Near Dunlop Gurudwara, Baranagar, Kolkata","North Indian, Chinese, Mughlai",450
Ambrosia Restaurant Kolkata,24488,3.5,"1st Floor, Pioneer Plaza Market, 121, Feeder Road, Near Belghoria Railway Station, Belghoria, Kolkata","North Indian, Chinese, Mughlai",450
American Waffle House Kolkata,18627193,4.2,"194, Gobindapur Road, Lake Gardens, Kolkata","Desserts, Bakery, Momos",300
American Waffle House Kolkata,18684424,4.1,"18 B, Lake View Road, P.S Lake, Ward 90, Desapriya Park, Kolkata","Desserts, Bakery, Momos",300
American Waffle House Kolkata,18706233,4,"28/1 Allenby Road, Elgin, Kolkata","Desserts, Bakery, Momos",300
American Waffle House Kolkata,18711202,4,"204A, Block-B, Lake Town","Desserts, Bakery, Momos",300
Amico Kitchen Kolkata,18634093,-,"Shrachi Greenwood Complex, Chinar Park, Kolkata","Indian, Chinese, Fast Food",500
Aminia Kolkata,18166904,3.9,"54, Diamond Harbor Road, Behala, Kolkata","Mughlai, Biryani, North Indian",700
Aminia Kolkata,18311142,3.7,"62, S.N. Banerjee Road, Near Great Eastern Showroom, Barrackpore, Kolkata","Mughlai, Biryani, North Indian",700
Aminia Kolkata,18728831,2.4,"295, Barakhola, Near Medica, Opposite AMRI Hospital, Mukundapur, Near Ajoy Nagar, Kolkata","Mughlai, North Indian, Chinese",500
Aminia Kolkata,20012,3.4,"6A, S.N. Banerjee Road, New Market Area, Kolkata","Mughlai, North Indian, Chinese",500
Aminia Kolkata,20929,3.5,"140/35, N.S.C. Bose Road, Near Malancha Cinema, Tollygunge, Kolkata","North Indian, Chinese",500
Aminia Kolkata,22179,4.1,"57, Ballygunge Gardens, Golpark, Kolkata","Mughlai, Biryani, North Indian",600
Aminia Kolkata,23380,3.4,"130 E, Raja S.C. Mullick Road, Near Number 6 & Number 5 Bus Stand, Garia, Kolkata","North Indian, Chinese",500
Aminia Kolkata,23557,3.8,"166, Nagerbazar, Kolkata Near Diamond Plaza Mall, Nagerbazar","Mughlai, Biryani, North Indian, Rolls",700
Aminia Kolkata,24485,4,"201/1, Rajarhat Road, Meena Tower Central Area, Chinar Park, Kolkata","Mughlai, Biryani, North Indian, Rolls",600
Aminia Kolkata,25208,3.8,"94, Bidhan Sarani, Faria Pukur Crossing, Shyam Bazar, Kolkata","Mughlai, Biryani, North Indian, Rolls",700
Amir Fast Food Centre Kolkata,24009,3.5,"HA 321/A, Sector 3, Salt Lake","Fast Food, Chinese, Burger",400
Amma's Kitchen Kolkata,18632854,3.1,"28/1, Harimohan Dutta Road, Green Park, Rajbari, Dum Dum","South Indian, Bengali",150
Ammini Kolkata,21548,4.1,"22/1C, Monoharpukur Road, Near Sarat Bose Road, Hazra, Kolkata",South Indian,600
Amrit Kolkata,24174,3.8,"94, Bidhan Sarani, Shyam Bazar, Kolkata",Mishti,200
Amriti Kolkata,24851,3.4,"114, Hemchandra Naskar Road, Kankurgachi, Kolkata",Mishti,100
Amriti Sweets Kolkata,18259451,3.4,"IA 264, Sector 3, Salt Lake",Mishti,200
Amriti Sweets Kolkata,18281739,3.2,"89, Bangur Avenue, Block B, Bangur, Kolkata",Mishti,200
Amritsar Dhaba Howrah,18744210,3,"382, G.T. Road, Salkia, Howrah","North Indian, Chinese, Biryani",400
Amritsari Dhaba Kolkata,18270255,2.8,"5, Chowbaga Road, Picnic Garden, Kolkata","Biryani, North Indian, Chinese",500
Amritsari Haveli Kolkata,18622833,3.9,"Shop 23, 4/1 Sambunath Pandit Street, Bhawanipur, Kolkata","Afghani, Biryani, Indian, North Indian, Rolls, Mughlai, Momos",500
Amul Ice Cream Parlour Kolkata,18429057,3.8,"15, Elgin Road, Near Sambunath Pandit Hospital, Elgin, Kolkata","Desserts, Ice Cream",300
Amul Ice Cream Parlour Kolkata,18625588,3.8,"104, Rash Behari Avenue, Lake Market Area, Kolkata",Ice Cream,150
Amul Ice Cream Parlour Kolkata,18658057,3.3,"1A Dum Dum Road, Amrito Bazaar, Dum Dum, Kolkata",Ice Cream,200
Amys Baked Bouquet Kolkata,18581445,-,"Studio 4A/9, Baishnabghata Bylane, Opposite Baishnabghata Balak Samity, Near Gitanjali Metro, Naktala, Kolkata",Bakery,450
Anadi Cabin Kolkata,22169,2.9,"9, Jawaharlal Nehru Road, New Market Area, Kolkata",North Indian,150
Anamika Eating House Kolkata,20818,3,"11, Hare Street, Near Dalhousie Square Area, Dalhousie BBD Bagh, Kolkata","North Indian, Fast Food",200
Anamika Fast  Food Center Kolkata,25187,2.8,"4, Picnic Garden Road, Near 39 Bus Stand, Picnic Garden, Kolkata","Chinese, North Indian, Indian",250
Anamika Roll Centre Kolkata,22580,4.1,"Triangular Park, New Alipore, Kolkata","Street Food, Rolls",200
Anand Fast Food Kolkata,18237078,3.1,"187, Vivekananda Road, Maniktala, Kolkata","North Indian, Chinese",300
Anand Food Plaza Kolkata,18621470,3.2,"41, Bangur Avenue, Block C",Fast Food,200
Anand Restaurant Kolkata,21391,4.1,"19, C.R. Avenue, Near Dalhousie Square Area, Chandni Chowk, Kolkata","South Indian, Street Food, Fast Food",500
Ananda Hotel & Restaurant Kolkata,17983804,2.9,"11, B.T. Road, Rathtala, Belghoria, Kolkata","Biryani, North Indian, Chinese",250
Anandamayee Restaurant Kolkata,25746,3,"Number 44 Bus Stand, V.I.P. Main Road, Baguihati, Kolkata","North Indian, Street Food",200
Anandamayee Sweets Kolkata,18332684,3.6,"P 710, Lake Town, Block-A, Near Spencers, Lake Town, Kolkata",Mishti,100
Anandamayee Sweets Kolkata,23960,4,"140, Barrackpore Trunk Road, Joyshree, Baranagar, Kolkata",Mishti,100
Anapurna Kolkata,25419,3.3,"13/1 Block B, Bangur Avenue, Bangur, Kolkata",Mishti,200
Anarkali Restaurant Kolkata,23353,3.6,"4B, Jawaharlal Nehru Road, Near Metro Cinema, Chowringhee Road, New Market Area, Kolkata","North Indian, Biryani",400
Andy's Kitchen Kolkata,18354568,3.4,"47/C, Aurobindo Sarani, Near Sovabazar Metro Station, Opposite Anjali Jewelers, Kankurgachi, Kolkata","Chinese, Fast Food",250
Angan Bar And Restaurant Howrah,23330,3,"59/6, Kantapukur, 3rd Bye Lane, Kadamtala, Howrah Station Area, Howrah","Biryani, Mughlai, Chinese",600
Angithi Kolkata,23345,3.5,"109, S.N. Banerjee Road, Near Maulana Azad College, Taltala, Kolkata","North Indian, Chinese",600
Ani's Kitchen Howrah,18693915,3.5,"78 Ram Charan Seth Road, Ramrajatala, Near Howrah Station Area, Howrah","North Indian, Mughlai, Chinese, Seafood",650
Anir's Kolkata,18017620,3.2,"880/a Laketown block- a... Nr Cesc cash office, beside lake medical.... Kol-89","North Indian, Chinese, Street Food, Fast Food, Rolls",350
Anir's Kolkata,18296347,3.2,"156 /1A B.T Road, Ashribad Building, Baranagar, Kolkata","North Indian, Chinese, Street Food, Fast Food",350
Anir's Kolkata,21055,3.4,"41/1/1, Bagh Bazar Street, Shyam Bazar, Kolkata","North Indian, Chinese, Street Food, Fast Food, Rolls",350
Anish Fast Food Kolkata,24424,3.5,"2/92, Naktala Main Road, Naktala, Kolkata",Fast Food,200
Anna's Cafe Kolkata,18741818,3.1,"BH 3/3 , Krishnapur  Road , Near Jhora Khana More , Kestopur, Kolkata 700102",South Indian,300
Annapoorna Foodz Howrah,18583338,3.2,"101 Shree Aurobindo Road, Neel Kantha Apartments, 4th Floor, Salkia, Howrah","North Indian, Chinese, Italian",500
Annapurna Fast Food Centre Howrah,18578162,3.1,"147, Girish Ghosh Road, Bhot Bagan, Vivekananda Colony, Liluah, Howrah","North Indian, Chinese",400
Annapurna Foods Kolkata,20688,3.4,"409, Lords More, Lake Gardens, Kolkata","Biryani, Chinese, Fast Food, Finger Food, North Indian, Rolls, Kashmiri, Kebab",400
Annapurna Home Delivery Kolkata,18590077,-,"Ghosh Avenue, Action Area III, New Town, Kolkata","Bengali, North Indian",400
Annapurna Hotel Kolkata,17983778,3.6,"130, Feeder Road, Belghoria, Kolkata","North Indian, Chinese",300
Annapurna Hotel Kolkata,18854349,NEW,"21, Dhapa Road, Tangra, Kolkata",Bengali,200
Annapurna Hotel Kolkata,22505,3.2,"7, Roy Bahadur Road, Behala, Kolkata",Bengali,150
Annapurna Hotel and Restaurant Kolkata,18573062,3.3,"15, K.K. Mirta Road, Near Champadali More, Barasat, Kolkata","Chinese, North Indian",600
Annapurna Jalojog Kolkata,18742308,-,"18 South Sinthi Road, Sinthi, Kolkata","Chinese, North Indian",300
Annapurna Kitchen Kolkata,18821712,NEW,"Flat No -1B, First Floor, Nidhiban Appartment, Rajarhat Main Road, Doshodrone, New Town, Kolkata","Bengali, North Indian",300
Annapurna Kolkata,18661806,-,"1, Chandicharan Ghosh Road, Silpara, Barisha, Behala, Kolkata","Chinese, Street Food, Fast Food, Ice Cream",500
Annapurna Kolkata,22051,3.1,"23B, Mahatma Gandhi Road, Sealdah Area, Kolkata","Chinese, South Indian",300
Annapurna Kolkata,23461,3.7,"6/2, Sarat Bose Road, Elgin, Kolkata",Mishti,100
Annapurna Kolkata,24357,3.1,"41, Satyen Roy Road, James Long Sarani, Behala, Kolkata",Mishti,100
Annapurna Kolkata,24865,3,"334,   Kolkata Kalindi More, Lake Town, Kolkata","North Indian, South Indian",150
Annapurna Mistanna Bhandar Kolkata,24827,3.1,"184, S. P. Mukherjee Road, Kalighat, Kolkata","Street Food, Mishti",200
Annapurna Pure Veg Restaurant Kolkata,18591036,3.4,"CA, 12, Railpukur Road, Baguihati, Kolkata","North Indian, Chinese",-
Annapurna Restaurant Kolkata,18636406,3.1,"7 Baghbazar Street, Shyam Bazar, Kolkata","North Indian, Chinese",300
Annapurna Restaurant Kolkata,18714624,-,"Abantipur Bus Stop, Panchpota, Garia Station Road, Garia, Kolkata","North Indian, Bengali",350
Annapurna Restaurant Kolkata,18730205,3.4,"Desh Bandhu Nagar, Baguiati, Kolkata, West Bengal 700059","Indian, Mughlai, Chinese",500
Annapurna Sweets Kolkata,18237041,3.4,"C4, Lake Town Market, Lake Town, Kolkata",Mishti,100
Annapurna Sweets Kolkata,18237050,3.7,"AC 196, Rajarhat New Town Action Area 1, Rajarhat New Town, Kolkata",Mishti,100
Annapurna Sweets Kolkata,18237051,3.4,"CA 22, Sector 1, Salt Lake, Kolkata",Mishti,100
Annapurna Sweets Kolkata,18281741,3.3,"55, Bangur Avenue, Block B, Bangur, Kolkata",Mishti,100
Annapurna Sweets Kolkata,18565303,-,"P-22, Scheme VII-M, Kankurgachi Rai Bridge, C.I.T Rd, Kankurgachi, Kolkata,",Mishti,150
Annapurna Sweets Kolkata,18644821,3.1,"B.F 3, Rajerhat Road, Jangra, Baguihati, Kolkata",Mishti,100
Annapurna Sweets Kolkata,24085,3.4,"HA 20, Sector 3, Salt Lake",Mishti,100
Annapurna Sweets Kolkata,24792,3.4,"AE 350, Sector 1, Salt Lake",Mishti,100
Annaras Kolkata,22460,4.2,"28/2, Shakespeare Sarani, Theatre Road, Kolkata",Street Food,350
Annaras Kolkata,23398,3.5,"15A, Paddapukur Road, Bhawanipur, Kolkata","Street Food, Mishti",350
Annarokam Kolkata,18805437,NEW,"A/ 52 Ramkrishna Nager, PO- Laskarpur, Narendra Pur, Kolkata",Bengali,300
Anokha Baghicha Kolkata,23446,3.8,"173, Park Street, Park Circus Area, Kolkata","Chinese, North Indian, Mughlai",500
Anokha Biryani House Kolkata,18535423,3.2,"76/2, Beliaghata Main Road, Beliaghata, Kolkata",Biryani,500
Anokha Kolkata,18837063,NEW,"1/H/5 Seal Lane, Tangra, Kolkata","Biryani, North Indian",250
Anshuprio Foodie Club Howrah,22485,3.3,"25, Brojonath Lahiri Lane, Kona Exp Way, Kolkata","Chinese, Fast Food",250
Anti Pasti: Multicuisine 24x7 Kolkata,18311162,4.3,"Hotel Golden Tulip, DD 19, Sector 1, Salt Lake","Chinese, North Indian, Continental","1,200"
Antonia's Kitchen Kolkata,18633177,3.1,"14/115, Golf Club Road, Tollygunge, Kolkata",Continental,500
Anubhab Fast Food Center Kolkata,25731,3,"Shop 16, GD Market, Sector 3, Salt Lake","North Indian, Chinese",350
Anup Hotel Kolkata,22971,3.1,"57/1/4, Bondel Road, Ballygunge, Kolkata",North Indian,200
Anupam's Commercial Kitchen & Home Delivery Kolkata,18576922,2.9,"Chakpachuriya, Rajarhat New Town, Kolkata","North Indian, Chinese, Bengali",500
Anuradha Cafe Kolkata,22170,3.7,"47A, Justice Chandra Madhab Road, Lala Lajpat Rai Sarani, Bhawanipur, Kolkata",South Indian,250
Anwar Hotel Howrah,18767091,-,"1, Pilkhana 1st Lane, Babudanga, Pilkhana, Salkia, Howrah","North Indian, Chinese",300
Anytime Pizza Kolkata,18780749,-,"Shop NP-290, Nayapatti, Opposite Chok Mandir, Sector 5, Salt Lake, Kolkata",Fast Food,200
Aoji Khaoji Kolkata,18431473,3.4,"Shop 6, 7 & 8, Tollygunge Metro Station, Deshpran Sasmal Road, Tollygunge, Kolkata","Bengali, Chinese, North Indian",300
Apanjan Kolkata,18471910,2.9,"24B, Near Tata Motors, Dr. Sarat Banerjee Road, Lake Market Area, Kolkata",Bengali,300
Apanjan Kolkata,18852866,NEW,"Plot No- X1/16 Rashmi Building, Ground floor EP&GP, Near webel more, Sector 5, Salt Lake, Kolkata","Indian, Rolls, Chinese, Biryani",400
Apanjan Kolkata,18853700,NEW,"1/135, Naktala, Naktala, Kolkata","Chinese, North Indian, Mughlai",400
Apanjan Kolkata,22206,4.3,"50B, Sadananda Road, Kalighat, Kolkata",Fast Food,200
Aparna Sweets Howrah,25397,-,"362, Belillious Road, Howrah Maidan Area, Howrah",Mishti,200
Apna Dhaba Kolkata,18390916,3.7,"13, Harish Mukherjee Road, Kolkata, Bhawanipur, Kolkata","Healthy Food, Afghani, Fast Food, North Indian, Chinese, Indian, Kebab",550
Apna Pizza Kolkata,18431450,3.4,"8/5, R.B.C Road, Gora Bazar, Dum Dum, Kolkata","Pizza, Burger",550
Apnaa Swaad Junction Howrah,18709089,-,"95, Dr. Abani Dutta Road, Golabari, Dobson Road, Howrah","Fast Food, Street Food",150
Appayan Hotel Kolkata,18818151,NEW,"57, B.G.T Road, Hindmotor, Kolkata","North Indian, Bengali",300
Appayan Kolkata,23531,2.9,"95 A, Bara Bazar, Kolkata","Mughlai, Chinese",300
Appayan Kolkata,24943,3.5,"AE 3, Rabindrapally, Krishnapur, Kestopur, Kolkata",South Indian,150
Appayan Restaurant Kolkata,18808392,NEW,"Charbatimore, Near Axis Bank, Rishra, Kolkata","North Indian, South Indian, Chinese, Continental",800
Appetizer Kolkata,18461772,3.5,"NP 290, Nayapatti, Sector 5, Salt Lake","Fast Food, Burger",200
Appetizer Kolkata,18737898,3.3,"154 Manicktalla Main Road, Maniktala, Kolkata","Burger, Fast Food",500
Appetour Howrah,18709251,-,"24-25 Dobson Road, Near Howrah Ac Market (Hanuman Mandir)",Fast Food,250
Apu's Galaxy Kolkata,18647585,3.5,"121, Hem Chandra Naskar Road, Kankurgachi, Kolkata","Burger, Fast Food",250
Apu's Kitchen Kolkata,18270258,3.7,"257 B, C.I.T Road Scheme, VIM, Kankurgachi, Kolkata",North Indian,400
Apu's Kitchen Kolkata,24140,3.9,"119, Hem Chandra Naskar Road, Kankurgachi, Kolkata","Chinese, North Indian, Mughlai, Rolls",350
Aqua - The Park Kolkata,21508,4,"The Park, 17,   Park Street Area, Park Street Area, Kolkata","Finger Food, Pizza","3,000"
Aqua Java Kolkata,21794,3.6,"8/2 Loudon Street, Near Belle Vue Clinic, Kolkata","Cafe, Italian",750
Aqua Java Kolkata,21802,3.7,"Ground Floor, 106, Block F, New Alipore, Kolkata","Cafe, Italian",750
Aqua Java Kolkata,25412,3.6,"66, Vivekananda Road, Hatibagan, Kolkata","Cafe, Italian",750
Aqua Java Plush Kolkata,24352,3.7,"EC 33, Sector 1, Salt Lake","Cafe, Italian",750
Aqua Java Zasu Kolkata,18281717,4.2,"18/1, Dover Road, Ballygunge, Kolkata","Italian, Mexican",700
Ar-Han-Thai Kolkata,18498763,-,"Spencer's, Axis Mall, Block CS, Major Arterial Road, New Town, Kolkata","Chinese, Lebanese",500
Ar-Han-Thai Kolkata,20022,3.1,"31, Bentinck Street, Esplanade, Kolkata","Chinese, Lebanese",500
Ar-Han-Thai Kolkata,22897,3.6,"5th Floor, Forum Mall, 10/3, Elgin Road, Elgin, Kolkata","Lebanese, Thai",400
Ar-Han-Thai Kolkata,23170,3.9,"Spencers, Basement, South City Mall, 375, Prince Anwar Shah Road, Kolkata","Chinese, Lebanese",500
Arabian Chicken Shawarma and Kebab Kolkata,18671483,-,"31, Gora Chand Road, Besides Central Bureau of Investigation School, Park Circus Area, Kolkata","Lebanese, Fast Food",300
Arabian Grill N Wraps Kolkata,18662186,3.4,"Ground Floor, Metropolis Mall, 925, Chak Garia, Hiland Park, Ajoy Nagar, Kolkata","Arabian, Lebanese",400
